frame_name,reference_name,best_variant,coarse_score,coarse_margin,fine_score,fine_margin,left,top,right,bottom,detected
frame_000561.jpg,Referans_Nesne_02.JPG,rot_p15,0.4736165106296539,0.0142172574996948,0.804591715335846,0.804591715335846,640.0,0.0,960.0,180.0,1
frame_000640.jpg,Referans_Nesne_02.JPG,zoom_crop,0.5165083408355713,0.0121852755546569,0.7844300866127014,0.7844300866127014,320.0,360.0,640.0,540.0,1
frame_000553.jpg,Referans_Nesne_02.JPG,rot_p15,0.6783648729324341,0.0132882595062255,0.7745598554611206,0.7745598554611206,640.0,0.0,960.0,180.0,1
frame_000562.jpg,Referans_Nesne_02.JPG,rot_p15,0.5275581479072571,0.0140007138252258,0.7633883953094482,0.7633883953094482,640.0,0.0,960.0,180.0,1
frame_000563.jpg,Referans_Nesne_02.JPG,rot_p15,0.4863516390323639,0.0141338407993316,0.7619686126708984,0.7619686126708984,640.0,0.0,960.0,180.0,1
frame_000187.jpg,Referans_Nesne_02.JPG,rot_p15,0.6902438402175903,0.0179205536842346,0.7413567304611206,0.7413567304611206,0.0,360.0,320.0,540.0,1
frame_000564.jpg,Referans_Nesne_02.JPG,rot_p15,0.5048384666442871,0.0202119350433349,0.7368028163909912,0.7368028163909912,640.0,0.0,960.0,180.0,1
frame_000180.jpg,Referans_Nesne_02.JPG,rot_p15,0.7688791155815125,0.0247972607612609,0.7289366722106934,0.7289366722106934,0.0,180.0,320.0,360.0,1
frame_000179.jpg,Referans_Nesne_02.JPG,rot_p15,0.7629200220108032,0.0126856565475463,0.7237751483917236,0.7237751483917236,0.0,180.0,320.0,360.0,1
frame_000177.jpg,Referans_Nesne_02.JPG,rot_p15,0.7140511274337769,0.0104719400405883,0.7226433753967285,0.7226433753967285,0.0,180.0,320.0,360.0,1
frame_000552.jpg,Referans_Nesne_02.JPG,rot_p15,0.604011058807373,0.0275375843048095,0.7108466029167175,0.7108466029167175,640.0,0.0,960.0,180.0,1
frame_000178.jpg,Referans_Nesne_02.JPG,rot_p15,0.7184756398200989,0.0150625705718994,0.7095193862915039,0.7095193862915039,0.0,180.0,320.0,360.0,1
frame_000165.jpg,Referans_Nesne_02.JPG,rot_p15,0.7390052676200867,0.0175852179527282,0.7084519863128662,0.7084519863128662,0.0,0.0,320.0,180.0,1
frame_000193.jpg,Referans_Nesne_02.JPG,rot_m15,0.7471994161605835,0.0136728286743164,0.7056476473808289,0.7056476473808289,0.0,360.0,320.0,540.0,1
